"customerkey","geographykey","customeralternatekey","customer_name","age","email_id","yearlyincome","address","phone","datefirstpurchase"
28273,355,"AW00028273","Madeline   Mitchell","63","madeline11@adventure-works.com","90000.00","8141 Mitchell Canyon Road","922-555-0195","2020-04-04"
28274,612,"AW00028274","William   Rodriguez","58","william15@adventure-works.com","70000.00","9562 Tupelo Dr.","289-555-0172","2022-01-30"
28275,302,"AW00028275","Ian L Howard","64","ian78@adventure-works.com","70000.00","3001 Hanson Lane","535-555-0131","2022-12-15"
28276,609,"AW00028276","Christy J Deng","82","christy21@adventure-works.com","40000.00","2574 Red Leaf","611-555-0170","2022-09-12"
28277,609,"AW00028277","Katrina   Deng","83","katrina0@adventure-works.com","40000.00","5562 Galindo Street","613-555-0165","2023-01-21"
28278,611,"AW00028278","Jaime J Becker","83","jaime43@adventure-works.com","50000.00","879 South Royal Links","778-555-0131","2022-05-06"
28279,611,"AW00028279","Spencer D Simmons","82","spencer17@adventure-works.com","50000.00","1963 Palms","292-555-0142","2022-05-10"
28280,546,"AW00028280","Tristan G Powell","83","tristan9@adventure-works.com","50000.00","5995 The Trees Dr.","814-555-0114","2022-08-26"
28281,310,"AW00028281","Juan A Cox","82","juan20@adventure-works.com","70000.00","9566 River Ash Court","627-555-0113","2022-04-27"
28282,548,"AW00028282","Cindy   Foster","82","cindy27@adventure-works.com","50000.00","3348 Del Vista Court","337-555-0150","2022-07-10"
28283,54,"AW00028283","Rachel   Long","53","rachel57@adventure-works.com","80000.00","8364 Pepper Drive","909-555-0174","2022-12-21"
28284,62,"AW00028284","Bailey R Kelly","58","bailey1@adventure-works.com","80000.00","1780 Abbey Court","106-555-0198","2022-12-19"
28285,546,"AW00028285","Savannah H King","58","savannah42@adventure-works.com","100000.00","9666 Stillwater Ct.","205-555-0187","2020-04-08"
28286,634,"AW00028286","Destiny   Alexander","58","destiny66@adventure-works.com","100000.00","7432 Corte Valencia","683-555-0113","2022-04-25"
28287,311,"AW00028287","Lauren M Bennett","52","lauren48@adventure-works.com","110000.00","9687 Shakespeare Drive","287-555-0119","2022-04-23"
28288,311,"AW00028288","Marco A Srini","52","marco9@adventure-works.com","110000.00","4861 Via Valencia","305-555-0157","2020-04-27"
28289,355,"AW00028289","Jack L Gonzales","58","jack17@adventure-works.com","160000.00","920 Holiday Hills Drive","953-555-0127","2022-12-16"
28290,49,"AW00028290","Ian W Brooks","64","ian66@adventure-works.com","70000.00","6286 Mt. Sequoia Ct.","459-555-0137","2022-05-12"
28291,611,"AW00028291","David A Miller","64","david64@adventure-works.com","70000.00","5722 Hemlock Ave.","587-555-0166","2022-09-14"
28292,55,"AW00028292","Alexandra   Smith","52","alexandra92@adventure-works.com","70000.00","2926 Woodside Court","267-555-0176","2022-04-29"
28293,369,"AW00028293","Shelby V Cox","59","shelby11@adventure-works.com","60000.00","4943 Lightwood Drive","324-555-0129","2020-04-26"
28294,337,"AW00028294","Alexis   Jenkins","64","alexis29@adventure-works.com","60000.00","3763 Rosemarie Pl.","767-555-0158","2020-04-26"
28295,543,"AW00028295","Wyatt J Collins","64","wyatt48@adventure-works.com","60000.00","4650 Big Canyon Road","124-555-0119","2020-04-26"
28296,299,"AW00028296","Thomas C Butler","59","thomas16@adventure-works.com","70000.00","4839 Belle Dr","246-555-0115","2020-04-11"
28297,545,"AW00028297","Gabrielle   Edwards","60","gabrielle46@adventure-works.com","70000.00","3769 Green Tea Drive","658-555-0156","2020-04-07"
28298,335,"AW00028298","Maria G Edwards","65","maria45@adventure-works.com","70000.00","565 Oeffler Ln.","809-555-0163","2020-04-11"
28299,326,"AW00028299","Jonathan   Shan","50","jonathan28@adventure-works.com","40000.00","4044 Pine Creek Way","671-555-0199","2020-04-15"
28300,641,"AW00028300","Abigail L Bennett","63","abigail26@adventure-works.com","30000.00","509 Lynwood Drive","978-555-0118","2022-04-11"
28301,312,"AW00028301","Jasmine C Long","69","jasmine49@adventure-works.com","30000.00","852 Santa Maria","911-555-0187","2022-02-07"
28302,53,"AW00028302","Caroline C Hughes","69","caroline12@adventure-works.com","30000.00","4561 Thornhill Place","366-555-0173","2022-03-06"
28303,40,"AW00028303","Justin L Lewis","48","justin49@adventure-works.com","60000.00","5928 First Ave.","1 (11) 500 555-0163","2022-07-18"
28304,38,"AW00028304","Colleen L Zeng","54","colleen23@adventure-works.com","60000.00","3886 Valencia Place","1 (11) 500 555-0157","2022-03-07"
28305,32,"AW00028305","Patricia   Lopez","54","patricia19@adventure-works.com","60000.00","6576 Lime Ridge Dr.","1 (11) 500 555-0197","2022-10-08"
28306,36,"AW00028306","Elizabeth K Powell","49","elizabeth38@adventure-works.com","60000.00","5196 Donald Dr.","1 (11) 500 555-0145","2022-07-30"
28307,26,"AW00028307","Morgan   Gray","55","morgan63@adventure-works.com","60000.00","2582 California Street","1 (11) 500 555-0112","2022-05-05"
28308,21,"AW00028308","Hector K Serrano","49","hector14@adventure-works.com","60000.00","3164 San Simeon Dr.","1 (11) 500 555-0117","2022-05-03"
28309,23,"AW00028309","Julie A Lal","40","julie13@adventure-works.com","90000.00","5637 Teak Court","1 (11) 500 555-0194","2022-02-20"
28310,36,"AW00028310","Ross   Sanchez","45","ross19@adventure-works.com","90000.00","4572 Fitzpatrick Drive","1 (11) 500 555-0147","2022-11-07"
28311,18,"AW00028311","Terry A Raje","51","terry16@adventure-works.com","100000.00","3193 Nephi Court","1 (11) 500 555-0180","2022-01-28"
28312,6,"AW00028312","Joy   Jimenez","55","joy6@adventure-works.com","60000.00","3647 San Miguel Road","1 (11) 500 555-0145","2022-05-13"
28313,27,"AW00028313","Brett M Perez","56","brett21@adventure-works.com","60000.00","3444 Elkwood Dr.","1 (11) 500 555-0145","2022-05-20"
28314,39,"AW00028314","Dwayne   Romero","50","dwayne8@adventure-works.com","60000.00","160 Kentucky Drive","1 (11) 500 555-0184","2022-05-11"
28315,24,"AW00028315","Stacy   Alonso","56","stacy9@adventure-works.com","60000.00","4575 Sandiago Drive","1 (11) 500 555-0169","2022-06-09"
28316,35,"AW00028316","Jaime   Martin","56","jaime1@adventure-works.com","60000.00","7292 Preakness Court","1 (11) 500 555-0132","2022-06-01"
28317,15,"AW00028317","Ivan   Weber","51","ivan2@adventure-works.com","60000.00","6700 Delta View Ln.","1 (11) 500 555-0129","2022-06-05"
28318,25,"AW00028318","Grace J Lee","46","grace21@adventure-works.com","60000.00","8012 Dalis Dr.","1 (11) 500 555-0117","2022-06-26"
28319,5,"AW00028319","Ashlee   She","47","ashlee7@adventure-works.com","60000.00","8476 Kingswood Circle","1 (11) 500 555-0159","2022-06-21"
28320,12,"AW00028320","Janet J Navarro","57","janet15@adventure-works.com","60000.00","6227 Oak Creek Ct.","1 (11) 500 555-0112","2022-06-13"
28321,20,"AW00028321","Arturo A Wu","58","arturo7@adventure-works.com","60000.00","7227 Landing Terrace","1 (11) 500 555-0116","2022-06-26"
28322,9,"AW00028322","Willie C Chen","43","willie3@adventure-works.com","70000.00","7547 Delta Fair Blvd.","1 (11) 500 555-0121","2022-04-04"
28323,31,"AW00028323","Nathan N Moore","55","nathan66@adventure-works.com","70000.00","9175 Concord Royale","1 (11) 500 555-0195","2022-02-14"
28324,3,"AW00028324","Jésus   Martin","56","jésus1@adventure-works.com","60000.00","8650 Babbe Street","1 (11) 500 555-0179","2022-06-23"
28325,23,"AW00028325","Drew A Lal","57","drew9@adventure-works.com","60000.00","3553 Blenheim Way","1 (11) 500 555-0151","2022-05-30"
28326,26,"AW00028326","Carla G Lopez","48","carla19@adventure-works.com","90000.00","7987 Seawind Dr.","1 (11) 500 555-0139","2022-02-13"
28327,33,"AW00028327","Tabitha   Serrano","55","tabitha37@adventure-works.com","70000.00","9825 Brodia Court","1 (11) 500 555-0143","2022-02-15"
28328,26,"AW00028328","Kyle   Green","62","kyle42@adventure-works.com","80000.00","7980 Firestone Drive","1 (11) 500 555-0189","2022-12-02"
28329,27,"AW00028329","Marcus   Washington","64","marcus63@adventure-works.com","30000.00","3457 Hitchcock","1 (11) 500 555-0118","2022-09-10"
28330,631,"AW00028330","Charles C Bailey","42","charles64@adventure-works.com","30000.00","1594 Ethan Ct.","102-555-0117","2022-03-22"
28331,301,"AW00028331","Colleen J Beck","42","colleen43@adventure-works.com","30000.00","1251 Alan Drive","428-555-0196","2022-03-07"
28332,62,"AW00028332","Ryan   Washington","42","ryan16@adventure-works.com","40000.00","4816 Condor Dr","658-555-0142","2022-06-07"
28333,299,"AW00028333","Jaime J Jimenez","38","jaime6@adventure-works.com","30000.00","5899 Mt. Wilson Place","558-555-0139","2022-02-06"
28334,611,"AW00028334","Marco C Tanara","37","marco21@adventure-works.com","30000.00","878 Amador Ct","430-555-0114","2022-09-07"
28335,311,"AW00028335","Rebekah   Srini","38","rebekah8@adventure-works.com","30000.00","5751 San Vincente Drive","908-555-0190","2022-10-07"
28336,627,"AW00028336","Edward W Martin","38","edward37@adventure-works.com","40000.00","8675 Mildred Avenue","508-555-0159","2022-08-20"
28337,546,"AW00028337","Melissa   Bennett","37","melissa20@adventure-works.com","40000.00","6481 Hastings Drive","262-555-0128","2022-12-08"
28338,14,"AW00028338","Kristi T Vance","81","kristi20@adventure-works.com","30000.00","7122 Athene Dr.","1 (11) 500 555-0113","2022-06-05"
28339,644,"AW00028339","Sean R Edwards","40","sean32@adventure-works.com","40000.00","7031 Horseshoe Circle","927-555-0132","2020-04-12"
28340,368,"AW00028340","Lucas   Butler","40","lucas62@adventure-works.com","40000.00","3878 Mt. Hood Circle","253-555-0128","2020-04-17"
28341,68,"AW00028341","Jeremy T Wilson","40","jeremy1@adventure-works.com","40000.00","8296 Glen Court","179-555-0174","2022-08-27"
28342,50,"AW00028342","Brianna K Murphy","40","brianna32@adventure-works.com","40000.00","3451 Meier Road","716-555-0164","2022-07-06"
28343,634,"AW00028343","Shelby   Morgan","40","shelby22@adventure-works.com","30000.00","3377 Coach Place","438-555-0156","2022-06-15"
28344,300,"AW00028344","Alvin   Zhu","40","alvin14@adventure-works.com","30000.00","7396 Maine Dr.","876-555-0185","2022-04-05"
28345,311,"AW00028345","Diana K Serrano","40","diana15@adventure-works.com","40000.00","8245 Highland Dr.","949-555-0191","2022-06-10"
28346,69,"AW00028346","Eduardo   Russell","39","eduardo63@adventure-works.com","30000.00","2665 Escobar","628-555-0177","2023-01-18"
28347,609,"AW00028347","Latoya D Anand","39","latoya21@adventure-works.com","40000.00","3358 Thornhill Place","350-555-0115","2022-05-12"
28348,12,"AW00028348","Nichole R Jai","79","nichole11@adventure-works.com","40000.00","5596 Fall Creek","1 (11) 500 555-0144","2022-09-22"
28349,37,"AW00028349","Kristi   Vazquez","79","kristi10@adventure-works.com","40000.00","2481 Scramble Rd.","1 (11) 500 555-0189","2022-10-21"
28350,40,"AW00028350","Alisha   Holt","79","alisha35@adventure-works.com","60000.00","3769 Marti Marie Drive","1 (11) 500 555-0187","2022-08-18"
28351,37,"AW00028351","Donald L Rodriguez","78","donald21@adventure-works.com","40000.00","1258 Yeoman Dr","1 (11) 500 555-0192","2022-07-19"
28352,2,"AW00028352","Meghan L Sanz","75","meghan19@adventure-works.com","40000.00","9212 Springer Court","1 (11) 500 555-0115","2022-07-08"
28353,22,"AW00028353","Summer   Kapoor","75","summer1@adventure-works.com","40000.00","3862 Citrus Avenue","1 (11) 500 555-0113","2022-07-28"
28354,50,"AW00028354","Ian K Wilson","53","ian8@adventure-works.com","40000.00","1936 Bayberry Drive","965-555-0128","2020-08-26"
28355,385,"AW00028355","Carlos   James","53","carlos9@adventure-works.com","40000.00","2101 Costanza Dr.","325-555-0146","2020-04-17"
28356,331,"AW00028356","Blake M Gonzalez","53","blake35@adventure-works.com","50000.00","3664 Ravenwood","442-555-0139","2022-09-17"
28357,59,"AW00028357","Danielle   Howard","53","danielle13@adventure-works.com","50000.00","3529 Sweetwater Drive","666-555-0153","2022-12-18"
28358,302,"AW00028358","Austin R Powell","53","austin4@adventure-works.com","50000.00","4885 Strawberry Court","442-555-0132","2022-10-13"
28359,66,"AW00028359","Madison G Anderson","47","madison10@adventure-works.com","50000.00","8703 Market Place","263-555-0164","2022-07-07"
28360,345,"AW00028360","Isaiah L Adams","53","isaiah38@adventure-works.com","50000.00","8232 Roanwood Way","855-555-0159","2022-06-01"
28361,623,"AW00028361","Kayla   Wilson","53","kayla7@adventure-works.com","60000.00","2081 St. Andrews Way","461-555-0146","2022-10-11"
28362,347,"AW00028362","Kaylee   Sanchez","47","kaylee24@adventure-works.com","60000.00","3823 Birch Bark Dr","547-555-0137","2020-04-19"
28363,64,"AW00028363","Savannah   Travers","48","savannah12@adventure-works.com","60000.00","3682 MacArthur Avenue","121-555-0189","2020-08-06"
28364,199,"AW00028364","Alison   Nara","50","alison17@adventure-works.com","40000.00","343, rue de Cambrai","1 (11) 500 555-0143","2022-08-10"
28365,245,"AW00028365","Stacey J Zhao","49","stacey11@adventure-works.com","40000.00","8370 Acardia Pl.","1 (11) 500 555-0168","2022-04-26"
28366,236,"AW00028366","Dalton E Rivera","51","dalton78@adventure-works.com","10000.00","9099 Warmcastle Ct.","1 (11) 500 555-0151","2022-10-12"
28367,234,"AW00028367","Jerome   Johnsen","51","jerome5@adventure-works.com","20000.00","692 Brook Way","1 (11) 500 555-0194","2022-10-10"
28368,189,"AW00028368","Fernando   Butler","46","fernando57@adventure-works.com","20000.00","6109bis, boulevard Saint Germain","1 (11) 500 555-0188","2022-12-28"
28369,126,"AW00028369","Carolyn   Moreno","50","carolyn27@adventure-works.com","20000.00","Wallstr 834","1 (11) 500 555-0162","2022-05-11"
28370,253,"AW00028370","Eddie R Gutierrez","51","eddie11@adventure-works.com","30000.00","6189 Stonewood Ct.","1 (11) 500 555-0115","2022-10-07"
28371,257,"AW00028371","Mandy   Liang","51","mandy18@adventure-works.com","30000.00","8858 V. Street","1 (11) 500 555-0189","2022-10-11"
28372,237,"AW00028372","Vincent F Hu","45","vincent20@adventure-works.com","30000.00","67 Flamingo Drive","1 (11) 500 555-0136","2022-10-27"
28373,196,"AW00028373","Shane   Lopez","52","shane19@adventure-works.com","10000.00","6, avenue des Laurentides","1 (11) 500 555-0181","2022-08-05"
28374,147,"AW00028374","Ruben   Vance","52","ruben4@adventure-works.com","10000.00","Wolfgangstraße 48","1 (11) 500 555-0117","2022-03-08"
28375,247,"AW00028375","Kathleen C Diaz","46","kathleen4@adventure-works.com","20000.00","9121 Pinnacle Drive","1 (11) 500 555-0143","2022-11-03"
28376,175,"AW00028376","Eugene L Chen","45","eugene6@adventure-works.com","40000.00","Lieblingsweg 4","1 (11) 500 555-0116","2022-07-26"
28377,235,"AW00028377","Walter   Ortega","51","walter15@adventure-works.com","40000.00","3857 Westchester Pl.","1 (11) 500 555-0181","2022-05-07"
28378,221,"AW00028378","Sara   Sanchez","52","sara29@adventure-works.com","20000.00","2, place de Brazaville","1 (11) 500 555-0164","2022-12-21"
28379,180,"AW00028379","Edgar M Rana","52","edgar12@adventure-works.com","30000.00","99, rue de l'Espace De Schengen","1 (11) 500 555-0167","2022-04-10"
28380,225,"AW00028380","Lindsay A Goel","53","lindsay19@adventure-works.com","10000.00","11, rue du Puits Dixme","1 (11) 500 555-0113","2022-11-01"
28381,126,"AW00028381","Cedric M Tang","53","cedric26@adventure-works.com","20000.00","Marketplatz 5793","1 (11) 500 555-0139","2022-09-14"
28382,168,"AW00028382","Roberto R Ortega","47","roberto20@adventure-works.com","20000.00","Pflugstr 99","1 (11) 500 555-0117","2022-06-16"
28383,147,"AW00028383","Lacey C Zhou","52","lacey21@adventure-works.com","20000.00","Buergermeister-ulrich-str 7500","1 (11) 500 555-0140","2022-06-08"
28384,187,"AW00028384","Tamara   Xie","48","tamara14@adventure-works.com","30000.00","10, rue de la Comédie","1 (11) 500 555-0161","2022-08-07"
28385,201,"AW00028385","Cassie L Deng","48","cassie1@adventure-works.com","30000.00","33, allée des Princes","1 (11) 500 555-0111","2022-12-20"
28386,250,"AW00028386","Sergio   Subram","43","sergio13@adventure-works.com","10000.00","5174 Ham Court","1 (11) 500 555-0166","2022-11-03"
28387,269,"AW00028387","Roberto   Alvarez","49","roberto4@adventure-works.com","10000.00","1739 Breaker Dr.","1 (11) 500 555-0147","2022-11-18"
28388,176,"AW00028388","Sheila   Rowe","48","sheila19@adventure-works.com","10000.00","Auf dem Ufer 664","1 (11) 500 555-0179","2022-06-18"
28389,222,"AW00028389","Rachael M Martinez","53","rachael16@adventure-works.com","20000.00","14, avenue du Port","1 (11) 500 555-0190","2019-12-29"
28390,215,"AW00028390","Frederick   Suri","54","frederick0@adventure-works.com","20000.00","180, boulevard Beau Marchais","1 (11) 500 555-0190","2020-01-24"
28391,192,"AW00028391","Monique C Jimenez","43","monique1@adventure-works.com","30000.00","882, rue Villedo","1 (11) 500 555-0165","2022-02-15"
28392,238,"AW00028392","Luke R Green","85","luke45@adventure-works.com","30000.00","9302 Steven Circle","1 (11) 500 555-0116","2022-02-04"
28393,216,"AW00028393","Ramon R Zheng","52","ramon17@adventure-works.com","40000.00","802, avenue du Port","1 (11) 500 555-0119","2020-01-27"
28394,212,"AW00028394","Alisha G Zhang","52","alisha0@adventure-works.com","40000.00","4244, rue Surcouf","1 (11) 500 555-0138","2020-02-23"
28395,225,"AW00028395","Shannon L Dominguez","51","shannon34@adventure-works.com","40000.00","11, rue de Cambrai","1 (11) 500 555-0119","2020-02-28"
28396,132,"AW00028396","Rebekah   Munoz","46","rebekah27@adventure-works.com","40000.00","3229 Mark Twain Dr.","1 (11) 500 555-0116","2022-08-19"
28397,261,"AW00028397","Cynthia L Rana","51","cynthia16@adventure-works.com","40000.00","6149 Everett Court","1 (11) 500 555-0117","2022-05-08"
28398,217,"AW00028398","Shawn L Lal","55","shawn10@adventure-works.com","30000.00","99, rue du Départ","1 (11) 500 555-0116","2022-07-09"
28399,250,"AW00028399","Dale   Deng","49","dale1@adventure-works.com","30000.00","6628 Ranch Drive","1 (11) 500 555-0122","2022-10-29"
28400,165,"AW00028400","Cedric P Anand","55","cedric40@adventure-works.com","30000.00","Winterfeldtstr 3539","1 (11) 500 555-0115","2022-06-08"
28401,186,"AW00028401","Maria F Alexander","52","maria40@adventure-works.com","30000.00","161, rue de Cambrai","1 (11) 500 555-0153","2020-03-21"
28402,200,"AW00028402","Kristin R Kumar","53","kristin10@adventure-works.com","30000.00","1090, quai de Grenelle","1 (11) 500 555-0190","2022-02-12"
28403,249,"AW00028403","Jaclyn C Sharma","42","jaclyn33@adventure-works.com","40000.00","6171 Kinross Drive","1 (11) 500 555-0194","2022-05-27"
28404,156,"AW00028404","Whitney   Raman","48","whitney11@adventure-works.com","30000.00","Königstr 38","1 (11) 500 555-0163","2022-10-11"
28405,119,"AW00028405","Erick A Malhotra","54","erick4@adventure-works.com","40000.00","Königstr 282","1 (11) 500 555-0138","2022-08-07"
28406,211,"AW00028406","Gerald   Srini","44","gerald38@adventure-works.com","30000.00","288, rue de Linois","1 (11) 500 555-0135","2023-01-24"
28407,190,"AW00028407","Emma R Miller","54","emma5@adventure-works.com","30000.00","2626, avenue de l´Europe","1 (11) 500 555-0185","2020-05-14"
28408,229,"AW00028408","Tasha A Lal","40","tasha9@adventure-works.com","20000.00","8251 Vista Del Sol","1 (11) 500 555-0158","2022-05-06"
28409,165,"AW00028409","Bonnie   Rai","41","bonnie23@adventure-works.com","20000.00","Rykestr 8105","1 (11) 500 555-0119","2022-02-05"
28410,233,"AW00028410","Cheryl R Gill","41","cheryl16@adventure-works.com","20000.00","466 Ranch Road","1 (11) 500 555-0121","2022-02-20"
28411,246,"AW00028411","Jay M Rodriguez","41","jay26@adventure-works.com","20000.00","1692 Detroit Ave","1 (11) 500 555-0183","2022-02-25"
28412,208,"AW00028412","Walter D Vazquez","41","walter8@adventure-works.com","20000.00","400, rue de la Comédie","1 (11) 500 555-0117","2022-02-23"
28413,238,"AW00028413","Dalton M Martinez","42","dalton16@adventure-works.com","10000.00","7025 Eastgate Avenue","1 (11) 500 555-0177","2022-09-19"
28414,184,"AW00028414","Bradley M Luo","40","bradley8@adventure-works.com","30000.00","560, rue des Bouchers","1 (11) 500 555-0161","2020-05-21"
28415,234,"AW00028415","Melissa J Rogers","49","melissa42@adventure-works.com","40000.00","7706 Red Maple Ct","1 (11) 500 555-0189","2022-05-17"
28416,275,"AW00028416","Roger J Black","49","roger48@adventure-works.com","40000.00","7706 Red Maple Ct","1 (11) 500 555-0144","2022-05-30"
28417,234,"AW00028417","Ashlee A Lal","50","ashlee15@adventure-works.com","40000.00","6625 First Ave.","1 (11) 500 555-0148","2022-06-04"
28418,203,"AW00028418","Kelli C Zhu","56","kelli15@adventure-works.com","40000.00","52, rue Mazagran","1 (11) 500 555-0188","2020-06-07"
28419,211,"AW00028419","Cheryl   Suarez","56","cheryl22@adventure-works.com","40000.00","811, rue de Longchamp","1 (11) 500 555-0191","2020-07-15"
28420,223,"AW00028420","Tracy C Chapman","56","tracy15@adventure-works.com","40000.00","470, rue de Linois","1 (11) 500 555-0155","2020-07-22"
28421,120,"AW00028421","Monica   Gonzalez","40","monica18@adventure-works.com","30000.00","Zur Lindung 40","1 (11) 500 555-0196","2022-06-12"
28422,222,"AW00028422","Joy   Moyer","41","joy8@adventure-works.com","30000.00","244, rue de Bas Marin","1 (11) 500 555-0170","2022-12-17"
28423,129,"AW00028423","Victor L Ortega","40","victor22@adventure-works.com","30000.00","Charlottenstr 39818","1 (11) 500 555-0189","2022-03-17"
28424,233,"AW00028424","Neil   Romero","41","neil8@adventure-works.com","30000.00","4657 Price Lane","1 (11) 500 555-0137","2022-11-13"
28425,241,"AW00028425","Gilbert O Nara","41","gilbert36@adventure-works.com","30000.00","4478 W Lake Drive","1 (11) 500 555-0149","2022-11-01"
28426,246,"AW00028426","Melvin   Xie","41","melvin3@adventure-works.com","30000.00","3713 Rollingwood Dr.","1 (11) 500 555-0149","2022-10-11"
28427,247,"AW00028427","Yolanda   Deng","41","yolanda1@adventure-works.com","30000.00","1979 Driving Drive","1 (11) 500 555-0151","2022-11-11"
28428,259,"AW00028428","Ebony M Alvarez","41","ebony27@adventure-works.com","30000.00","620 Woodside Ct.","1 (11) 500 555-0136","2022-11-20"
28429,187,"AW00028429","Devin   Bell","42","devin81@adventure-works.com","20000.00","6861, rue Villedo","1 (11) 500 555-0153","2022-05-26"
28430,170,"AW00028430","Armando   Suarez","43","armando19@adventure-works.com","10000.00","Marienplatz 56565","1 (11) 500 555-0125","2022-08-05"
28431,187,"AW00028431","Tyrone   Sanz","42","tyrone19@adventure-works.com","10000.00","7, rue de la Centenaire","1 (11) 500 555-0131","2022-08-21"
28432,147,"AW00028432","Bruce S Carlson","43","bruce39@adventure-works.com","20000.00","Am Gallberg 2482","1 (11) 500 555-0144","2022-10-29"
28433,204,"AW00028433","Deborah   Shen","42","deborah6@adventure-works.com","20000.00","35, avenue des Laurentides","1 (11) 500 555-0193","2022-12-22"
28434,144,"AW00028434","Brian   Lauer","42","brian10@adventure-works.com","30000.00","Conesweg 80","1 (11) 500 555-0172","2022-06-13"
28435,173,"AW00028435","Edwin   Liu","42","edwin4@adventure-works.com","30000.00","Alderweg 37","1 (11) 500 555-0157","2023-01-20"
28436,247,"AW00028436","Derrick R Carlson","42","derrick17@adventure-works.com","30000.00","8168 Lorie Lane","1 (11) 500 555-0118","2022-10-31"
28437,259,"AW00028437","Mary J. Smith","42","mary10@adventure-works.com","30000.00","4911 Peachwillow Lane","941-555-0100","2022-11-30"
28438,271,"AW00028438","Heidi   Sanchez","42","heidi23@adventure-works.com","30000.00","277 South Royal Links","1 (11) 500 555-0114","2022-12-04"
28439,262,"AW00028439","Olivia L Gray","42","olivia41@adventure-works.com","20000.00","3618 Galveston Ct","1 (11) 500 555-0192","2023-01-16"
28440,187,"AW00028440","Allison   Ramirez","43","allison5@adventure-works.com","20000.00","9, rue Philibert-Delorme","1 (11) 500 555-0111","2022-08-23"
28441,190,"AW00028441","Peter K Nath","44","peter23@adventure-works.com","10000.00","754, rue de Bas Marin","1 (11) 500 555-0160","2022-09-19"
28442,215,"AW00028442","Phillip P Prasad","44","phillip10@adventure-works.com","20000.00","11, rue du Puits Dixme","1 (11) 500 555-0180","2022-03-27"
28443,215,"AW00028443","Alfredo F Dominguez","42","alfredo14@adventure-works.com","30000.00","101, avenue des Champs-Elysées","1 (11) 500 555-0166","2020-08-03"
28444,209,"AW00028444","Pedro   Sai","42","pedro6@adventure-works.com","30000.00","2, rue Pierre-Demoulin","1 (11) 500 555-0173","2022-03-20"
28445,154,"AW00028445","Shaun   She","42","shaun2@adventure-works.com","30000.00","Bundesallee 5511","1 (11) 500 555-0190","2022-11-10"
28446,274,"AW00028446","Mayra C Subram","43","mayra13@adventure-works.com","40000.00","7986 Southdale","1 (11) 500 555-0179","2022-06-29"
28447,221,"AW00028447","Dalton S Walker","45","dalton22@adventure-works.com","10000.00","854, boulevard Tremblay","1 (11) 500 555-0172","2022-05-29"
28448,238,"AW00028448","Katherine P Campbell","45","katherine55@adventure-works.com","10000.00","5057 Fillet Ave.","1 (11) 500 555-0180","2022-10-03"
28449,212,"AW00028449","Jarred K Gill","48","jarred1@adventure-works.com","10000.00","4811, rue des Ecoles","1 (11) 500 555-0110","2020-08-05"
28450,160,"AW00028450","Nelson   Martin","56","nelson0@adventure-works.com","10000.00","Kappellweg 675","1 (11) 500 555-0110","2022-02-12"
28451,239,"AW00028451","Nichole H Chander","56","nichole15@adventure-works.com","20000.00","2986 Cleveland Avenue","1 (11) 500 555-0182","2022-11-05"
28452,223,"AW00028452","Alexandra I Young","56","alexandra91@adventure-works.com","10000.00","3666, rue des Bouchers","1 (11) 500 555-0116","2022-04-15"
28453,155,"AW00028453","Valerie   Lin","57","valerie9@adventure-works.com","10000.00","Lieblingsweg 345","1 (11) 500 555-0129","2022-08-03"
28454,117,"AW00028454","Shawna   Simpson","51","shawna2@adventure-works.com","10000.00","Erlenweg 9194","1 (11) 500 555-0117","2022-06-28"
28455,127,"AW00028455","Raymond E Sara","51","raymond12@adventure-works.com","10000.00","Zollstr 68","1 (11) 500 555-0165","2022-05-12"
28456,183,"AW00028456","Todd   Xu","51","todd11@adventure-works.com","20000.00","20, boulevard d´Albi","1 (11) 500 555-0175","2022-02-04"
28457,220,"AW00028457","Bruce   Gonzalez","83","bruce18@adventure-works.com","10000.00","703, boulevard du Montparnasse","1 (11) 500 555-0179","2022-12-31"
28458,205,"AW00028458","Casey C She","56","casey0@adventure-works.com","30000.00","37, place de Fontenoy","1 (11) 500 555-0154","2020-09-08"
28459,229,"AW00028459","Dana   Muñoz","60","dana23@adventure-works.com","20000.00","3890 El Camino Drive","1 (11) 500 555-0137","2022-07-30"
28460,186,"AW00028460","Nathan   Powell","60","nathan4@adventure-works.com","20000.00","75, avenue de la Gare","1 (11) 500 555-0153","2022-03-15"
28461,128,"AW00028461","Joe A Dominguez","55","joe36@adventure-works.com","10000.00","Hauptstr 6039","1 (11) 500 555-0144","2022-11-18"
28462,221,"AW00028462","Kendra   Serrano","61","kendra16@adventure-works.com","10000.00","2, avenue des Laurentides","1 (11) 500 555-0190","2022-03-26"
28463,266,"AW00028463","Emmanuel R Arun","61","emmanuel6@adventure-works.com","10000.00","5843 Westwood Court","1 (11) 500 555-0172","2022-09-07"
28464,193,"AW00028464","Eddie I Hernandez","62","eddie4@adventure-works.com","10000.00","144, avenue Foch","1 (11) 500 555-0149","2022-12-13"
28465,142,"AW00028465","Wendy D Serrano","56","wendy15@adventure-works.com","20000.00","Herzogstr 32098","1 (11) 500 555-0157","2022-03-10"
28466,188,"AW00028466","Marco A Chandra","62","marco2@adventure-works.com","20000.00","600, route de Marseille","1 (11) 500 555-0119","2023-01-08"
